price,model_year,model,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,condition
6450,2014,ford focus se,4,gas,112638,automatic,sedan,Unknown,0,2019-02-22,44,fair
26600,2016,ford mustang gt coupe 2d,8,gas,31100,other,coupe,black,0,2018-09-16,81,excellent
12000,2012,ford f-150,6,gas,157030,automatic,truck,black,0,2018-08-23,81,fair
22900,2014,ford f150 supercrew cab xlt,6,gas,73711,automatic,pickup,Unknown,1,2019-01-13,52,good
4500,2006,gmc sierra 1500,8,gas,237507,automatic,truck,silver,1,2019-01-29,52,salvage
1500,2005,ford mustang,8,gas,227811,automatic,coupe,blue,0,2019-01-30,21,salvage
27500,2010,chevrolet silverado 1500,8,gas,99500,automatic,truck,silver,1,2018-09-20,30,good
25100,2014,ford f150 supercrew cab xlt,6,gas,53522,other,pickup,black,1,2018-10-17,20,good
21900,2016,nissan frontier crew cab sv,6,gas,4998,other,pickup,white,0,2018-09-20,26,like new
26600,2016,ford mustang gt coupe 2d,8,gas,31100,other,coupe,black,0,2018-05-07,40,excellent
17950,2012,chevrolet silverado 1500,8,gas,158235,other,truck,black,1,2018-10-17,37,fair
21900,2016,nissan frontier crew cab sv,6,gas,4998,other,pickup,white,0,2018-09-16,34,like new
21950,2011,jeep wrangler unlimited,6,gas,90325,automatic,SUV,white,1,2018-07-22,24,good
10950,2011,jeep grand cherokee laredo,6,gas,134952,automatic,SUV,Unknown,1,2018-12-05,21,fair
14900,2014,ford explorer,6,gas,98000,automatic,SUV,white,1,2018-07-25,43,good
25200,2015,chevrolet silverado 1500 crew,8,gas,94954,automatic,pickup,Unknown,1,2018-11-20,32,good
3500,2014,nissan versa,4,gas,154000,automatic,sedan,silver,0,2018-06-20,27,fair
8000,2016,chevrolet cruze,4,gas,30000,automatic,sedan,red,0,2019-02-02,17,excellent
21499,2016,subaru outback,4,gas,41493,automatic,wagon,brown,1,2019-01-20,17,good
12000,2015,chevrolet colorado,4,gas,35000,automatic,pickup,Unknown,0,2019-02-20,70,excellent
7000,2005,ford mustang,6,gas,141000,automatic,coupe,Unknown,0,2018-08-20,140,fair
12900,2013,dodge grand caravan,6,gas,154000,automatic,mini-van,white,0,2018-10-14,15,fair
13990,2017,ford focus,4,gas,16081,automatic,hatchback,Unknown,0,2018-05-01,64,excellent
3500,2005,ford explorer,6,gas,149000,automatic,SUV,blue,0,2019-01-26,17,fair
7595,2012,chevrolet camaro,6,gas,147434,automatic,coupe,black,0,2018-05-27,31,fair
19990,2018,nissan frontier,6,gas,13250,automatic,pickup,grey,0,2018-10-11,42,excellent
21995,2017,hyundai santa fe,6,gas,23646,automatic,SUV,white,0,2018-05-22,23,excellent
12995,2016,kia soul,4,gas,28207,automatic,SUV,Unknown,0,2018-06-11,129,excellent
19995,2018,nissan frontier,6,gas,15827,automatic,pickup,white,0,2018-12-30,24,excellent
19995,2018,nissan frontier,6,gas,15827,automatic,pickup,white,0,2018-07-11,59,excellent
14990,2016,nissan rogue,4,gas,36953,automatic,SUV,blue,0,2018-08-05,51,excellent
29990,2016,chevrolet silverado 1500,8,gas,23866,automatic,pickup,black,1,2019-01-17,61,excellent
28990,2016,chevrolet silverado 1500,8,gas,29827,automatic,pickup,Unknown,1,2018-05-27,18,excellent
16990,2017,volkswagen passat,4,gas,31755,automatic,sedan,blue,0,2018-08-01,32,excellent
15990,2017,volkswagen jetta,4,gas,32068,automatic,sedan,white,0,2019-01-26,14,excellent
6900,2010,chevrolet silverado 1500,8,gas,270,automatic,pickup,white,1,2018-08-17,33,like new
5500,1996,ford mustang,8,gas,142000,manual,coupe,red,0,2018-11-07,35,fair
5990,2007,ford mustang,6,gas,136650,automatic,coupe,blue,0,2019-02-01,8,fair
16900,2007,ford f350,8,diesel,147666,automatic,pickup,Unknown,1,2018-09-20,94,fair
9495,2008,chevrolet silverado 1500,8,gas,187214,automatic,truck,grey,1,2018-08-18,50,salvage
6300,2003,nissan murano,6,gas,124000,automatic,SUV,silver,1,2019-03-07,50,fair
15995,2016,jeep cherokee,4,gas,100160,automatic,SUV,black,1,2018-08-13,73,fair
12995,2003,ford f350 super duty,8,diesel,109473,automatic,truck,silver,1,2019-01-13,5,fair
23000,2014,ford f150 supercrew cab xlt,6,gas,77994,other,pickup,Unknown,1,2019-04-18,36,good
19700,2017,chevrolet camaro lt coupe 2d,6,gas,35807,other,coupe,black,0,2019-02-06,46,excellent
25600,2017,ford mustang gt coupe 2d,8,gas,42957,other,coupe,black,0,2018-06-05,31,good
27800,2016,ford f150 supercrew cab xlt,6,gas,47570,other,pickup,white,1,2019-04-12,79,good
30300,2017,ford f150 supercrew cab xlt,6,gas,30339,automatic,pickup,brown,1,2018-07-12,106,excellent
23000,2014,ford f150 supercrew cab xlt,6,gas,77994,other,pickup,orange,1,2019-04-17,98,good
33900,2018,chevrolet silverado 1500 crew,8,gas,11315,other,pickup,white,1,2018-07-13,50,excellent
27800,2016,ford f150 supercrew cab xlt,6,gas,47570,other,pickup,white,1,2018-08-31,44,good
11000,2005,ford f-250 super duty,8,diesel,176000,automatic,truck,white,1,2018-06-17,146,fair
11000,2006,chevrolet silverado 1500,8,gas,78868,automatic,truck,silver,0,2018-09-19,15,good
3900,2010,nissan rogue,4,gas,195000,automatic,SUV,Unknown,0,2018-12-28,70,salvage
4484,2008,toyota camry,4,gas,211181,automatic,sedan,white,0,2019-02-11,65,salvage
6000,2007,chevrolet tahoe,8,gas,231700,automatic,SUV,white,0,2019-03-10,46,salvage
3499,2006,chrysler town & country,6,gas,163563,automatic,mini-van,white,0,2018-05-06,16,fair
9999,2016,ford focus,4,gas,42400,automatic,sedan,white,0,2018-06-03,5,good
17000,2015,toyota prius,4,hybrid,16893,automatic,hatchback,silver,0,2018-05-04,10,excellent
28999,2017,chevrolet silverado,8,gas,19570,automatic,truck,silver,1,2019-02-15,53,excellent
21499,2016,subaru outback,4,gas,41493,automatic,wagon,brown,1,2018-07-03,42,good
21499,2016,subaru outback,4,gas,41493,automatic,wagon,brown,1,2018-10-28,9,good
17995,2010,cadillac escalade,8,gas,115343,automatic,SUV,grey,1,2018-09-09,17,fair
13900,2014,ford f-150,6,gas,195,automatic,truck,blue,1,2018-05-21,11,like new
11275,2013,honda civic,4,gas,35600,automatic,sedan,grey,0,2018-12-12,39,excellent
6300,2014,nissan sentra,4,gas,81000,automatic,sedan,blue,0,2019-02-08,37,good
2000,2003,chevrolet malibu,6,gas,150000,automatic,sedan,white,0,2018-11-17,39,fair
1000,2000,honda civic,4,gas,176436,automatic,sedan,Unknown,0,2018-09-22,17,fair
15500,2012,ford f250,8,gas,91,automatic,truck,white,1,2018-11-26,31,like new
25600,2017,ford mustang gt coupe 2d,8,gas,42957,other,coupe,black,0,2018-08-25,64,good
17700,2015,nissan frontier crew cab sv,6,gas,67071,other,pickup,black,0,2018-07-11,16,good
33575,2017,jeep grand cherokee,6,gas,42938,automatic,SUV,black,1,2019-01-14,30,good
21100,2017,chevrolet camaro lt coupe 2d,6,gas,24510,other,coupe,red,0,2018-05-15,20,excellent
5950,2010,toyota corolla,4,gas,137000,automatic,sedan,red,0,2018-09-12,40,fair
25600,2017,ford mustang gt coupe 2d,8,gas,42957,other,coupe,black,0,2019-04-11,30,good
18600,2012,ford mustang gt coupe 2d,8,gas,96562,other,coupe,red,0,2018-11-29,32,good
19500,2017,subaru outback,4,gas,31000,automatic,SUV,Unknown,1,2018-07-18,21,excellent
9900,2011,toyota sienna,6,gas,103000,automatic,mini-van,red,0,2018-05-01,32,fair
14900,2014,ford explorer,6,gas,98000,automatic,SUV,white,1,2018-06-04,19,good
18600,2012,ford mustang gt coupe 2d,8,gas,96562,other,coupe,red,0,2018-08-02,35,good
15995,2014,ford f150,8,gas,168013,automatic,pickup,white,1,2019-04-02,68,fair
16995,2011,jeep wrangler,6,gas,139616,automatic,SUV,black,1,2019-01-24,60,fair
12995,2003,chevrolet silverado 2500hd,8,diesel,188575,automatic,pickup,black,1,2019-04-01,20,salvage
14995,2007,ram 2500,6,diesel,193061,automatic,pickup,Unknown,0,2018-08-29,11,salvage
5999,2001,ford f350,10,gas,123984,automatic,pickup,blue,0,2018-06-29,47,fair
4200,2006,honda civic,4,gas,182028,manual,coupe,grey,0,2018-08-29,60,salvage
1865,2014,kia soul,4,gas,95412,automatic,SUV,black,0,2019-03-15,63,good
7500,2007,toyota highlander,6,gas,172000,automatic,SUV,silver,0,2018-11-16,30,fair
1200,2005,ford focus se,4,gas,190341,manual,sedan,Unknown,0,2018-09-16,24,salvage
7995,2013,kia sorento,6,gas,125402,automatic,SUV,grey,1,2019-02-12,62,fair
7400,2009,toyota tacoma,4,gas,147000,automatic,pickup,Unknown,0,2018-06-25,38,fair
3296,2004,honda civic lx,4,gas,191000,automatic,coupe,red,0,2018-12-04,13,salvage
4500,2004,ford f150,8,gas,189771,automatic,truck,red,1,2019-01-09,36,salvage
5000,2007,ford f-150,6,gas,195000,automatic,truck,white,0,2019-01-09,43,salvage
4000,1980,chevrolet camaro,8,gas,83000,automatic,coupe,blue,0,2018-05-07,29,good
4900,2007,toyota prius,4,hybrid,119000,automatic,hatchback,silver,0,2019-01-16,58,fair
5000,2004,ford explorer,8,gas,136000,automatic,SUV,Unknown,1,2018-10-19,51,fair
22995,2012,chevrolet silverado 1500,8,gas,99016,automatic,truck,blue,1,2019-02-08,13,good
12900,2009,ford f-150,8,gas,117777,automatic,pickup,white,0,2019-01-05,25,fair
3495,2007,chevrolet malibu,6,gas,157510,automatic,sedan,white,0,2018-10-12,18,fair
3950,2007,honda odyssey,6,gas,229000,automatic,mini-van,black,0,2018-08-27,116,salvage
4995,2003,chevrolet suburban,8,gas,165094,automatic,SUV,red,0,2019-02-16,16,fair
4500,2007,ford focus,4,gas,60503,automatic,sedan,Unknown,0,2018-06-07,20,good
6995,2007,ford f150,6,gas,123817,automatic,truck,Unknown,0,2018-11-28,50,fair
12300,2008,ford f-150,8,gas,178000,automatic,truck,white,1,2018-08-28,24,fair
4200,2003,bmw x5,8,gas,218435,automatic,SUV,black,1,2018-07-31,24,salvage
4000,2007,gmc sierra 1500,8,gas,200000,automatic,pickup,white,0,2019-03-01,76,salvage
19995,2006,ford f350 super duty,8,diesel,142645,automatic,truck,black,1,2018-09-03,26,fair
9800,2006,gmc sierra 2500hd,8,diesel,235000,automatic,pickup,blue,1,2019-03-04,7,salvage
4000,2006,honda accord,6,gas,160000,automatic,sedan,grey,0,2018-06-10,12,fair
36000,2015,toyota tundra,6,gas,54000,automatic,pickup,Unknown,1,2018-10-26,28,good
17650,2018,chevrolet equinox,4,gas,27191,automatic,SUV,silver,0,2018-10-18,28,excellent
18290,2016,nissan frontier,6,gas,34915,automatic,truck,red,0,2019-01-22,80,excellent
21000,2016,ram 1500,8,gas,68181,automatic,pickup,black,1,2018-05-08,33,good
9000,2010,ford expedition,8,gas,121000,automatic,SUV,white,0,2019-03-10,48,fair
14700,2017,toyota camry,4,gas,51000,automatic,sedan,grey,0,2019-03-29,16,good
2800,1999,subaru impreza,4,gas,132704,automatic,hatchback,black,1,2018-06-12,19,fair
4450,2012,chevrolet malibu,4,gas,104000,automatic,sedan,brown,0,2018-09-29,23,fair
3500,2004,jeep grand cherokee laredo,8,gas,154000,automatic,SUV,silver,1,2019-04-04,22,fair
12900,2013,ram 1500,8,gas,57500,automatic,pickup,Unknown,0,2019-04-10,9,good
2950,2002,toyota camry le,4,gas,160000,automatic,sedan,black,0,2019-03-13,25,fair
19500,2014,chevrolet silverado,8,gas,113700,automatic,truck,Unknown,1,2018-10-29,27,fair
3000,2003,chevrolet silverado,8,gas,293000,automatic,pickup,red,1,2018-05-13,23,salvage
9700,2017,chevrolet equinox,4,gas,37000,automatic,SUV,grey,0,2018-12-29,34,excellent
5490,2009,nissan versa,4,gas,113574,manual,sedan,blue,0,2018-08-20,17,fair
10990,2011,honda odyssey,6,gas,105164,automatic,mini-van,Unknown,0,2018-06-06,33,fair
2500,2007,subaru outback,4,gas,188000,automatic,SUV,blue,1,2018-12-06,32,salvage
19000,2015,nissan frontier crew cab sv,6,gas,43707,other,pickup,Unknown,0,2018-09-14,16,good
4900,2009,honda civic,4,gas,112000,automatic,coupe,silver,0,2019-01-24,29,fair
4999,2012,nissan sentra,4,gas,125000,automatic,sedan,silver,0,2019-03-26,0,fair
23000,2013,chevrolet silverado 1500,8,gas,91000,automatic,truck,silver,1,2018-07-01,74,good
6500,2003,chevrolet silverado,8,gas,166000,automatic,truck,black,1,2018-05-15,4,fair
4000,2002,ford mustang,6,gas,113500,automatic,convertible,green,0,2019-03-13,63,fair
15800,2015,subaru forester,4,gas,31000,automatic,SUV,blue,1,2018-06-22,26,excellent
6450,2003,chevrolet silverado,8,gas,140000,automatic,pickup,brown,0,2019-03-14,89,fair
6250,2014,chevrolet cruze,4,gas,6000,automatic,sedan,grey,0,2018-07-10,25,like new
19750,2012,bmw x5,6,diesel,45760,automatic,SUV,black,1,2018-05-05,88,good
25995,2014,gmc sierra 1500,8,gas,69281,automatic,truck,Unknown,1,2018-11-02,24,good
29995,2013,gmc sierra 2500hd,8,diesel,80279,automatic,truck,black,1,2018-08-17,25,good
31995,2011,chevrolet silverado 3500hd,8,diesel,129386,automatic,truck,blue,1,2018-10-18,64,fair
6999,2007,ford mustang,6,gas,106000,manual,coupe,Unknown,0,2018-09-21,13,fair
22995,2010,ford f-250 sd,8,diesel,84546,automatic,truck,white,1,2018-11-05,80,good
31500,2018,chevrolet colorado,6,gas,24665,automatic,truck,white,1,2018-07-12,20,excellent
30900,2013,jeep wrangler unlimited,6,gas,32000,automatic,SUV,white,1,2018-12-28,22,excellent
8995,2008,toyota highlander,6,gas,156000,automatic,SUV,Unknown,1,2018-10-03,207,fair
6500,2015,kia soul,4,gas,130000,automatic,sedan,silver,0,2019-01-18,31,fair
14395,2013,bmw x5,6,gas,87506,automatic,SUV,Unknown,1,2018-05-20,32,good
6000,2015,chevrolet impala,4,gas,170000,automatic,sedan,silver,0,2018-10-27,22,fair
8500,2017,chevrolet cruze,4,gas,49000,automatic,sedan,red,0,2019-01-06,15,good
4900,2012,chrysler 200,4,gas,89000,automatic,sedan,silver,0,2019-01-10,41,good
10900,2012,jeep liberty,6,gas,95169,automatic,SUV,grey,1,2018-08-30,55,good
12900,2017,volkswagen jetta,4,gas,61800,automatic,sedan,red,0,2018-05-02,8,good
16900,2016,subaru forester,4,gas,53300,automatic,SUV,grey,1,2019-03-31,45,good
11900,2013,dodge grand caravan,6,gas,81000,automatic,mini-van,black,0,2018-09-11,78,good
9999,2013,dodge grand caravan,6,gas,83634,automatic,mini-van,Unknown,0,2019-01-10,12,good
17995,2014,jeep grand cherokee,8,gas,45000,automatic,SUV,brown,1,2018-11-02,16,good
30300,2017,ford f150 supercrew cab xlt,6,gas,30339,automatic,pickup,brown,1,2018-12-18,62,excellent
28990,2011,ford econoline,10,gas,17037,automatic,bus,white,0,2018-08-10,12,excellent
20990,2009,ram 2500,8,gas,107469,automatic,truck,white,1,2018-12-19,33,fair
15990,2001,gmc sierra 1500,8,gas,61030,automatic,truck,black,1,2018-06-29,14,good
23990,2015,ford f-350 sd,8,gas,136940,automatic,truck,white,1,2018-05-14,32,fair
26995,2014,jeep wrangler unlimited,6,gas,79485,automatic,offroad,white,1,2018-10-01,19,good
14990,2012,jeep wrangler,6,gas,150356,automatic,SUV,Unknown,1,2019-03-03,25,fair
19490,2013,chevrolet silverado 2500hd,8,gas,77755,automatic,truck,custom,1,2018-07-20,53,good
28990,2015,ford f-350 sd,8,diesel,54362,automatic,truck,white,1,2018-11-27,38,good
13990,2006,ford f-350 sd,8,diesel,205944,automatic,truck,Unknown,0,2018-12-06,56,salvage
14990,2010,ford econoline,8,gas,53366,automatic,truck,white,0,2018-08-12,26,good
28990,2015,ford f-350 sd,8,diesel,53628,automatic,truck,white,1,2019-01-17,28,good
10990,2008,ford f-350 sd,8,gas,219189,automatic,truck,white,0,2018-06-30,28,salvage
20990,2011,ford f-350 sd,8,gas,63887,automatic,truck,white,1,2018-10-28,52,good
7990,2006,ford econoline,8,gas,105429,automatic,van,white,0,2019-01-30,57,fair
26995,2013,ford f-250 sd,8,gas,40454,automatic,truck,Unknown,1,2019-04-03,18,good
5500,2005,chevrolet silverado 1500,8,gas,187072,automatic,truck,red,1,2018-11-13,65,salvage
8500,2001,chevrolet silverado 2500hd,8,diesel,240000,automatic,truck,black,1,2019-01-24,5,salvage
3800,2005,ram 1500,8,gas,235000,automatic,pickup,Unknown,1,2019-04-01,42,salvage
5500,2014,nissan altima,4,gas,160150,automatic,sedan,silver,0,2018-07-14,43,fair
4950,2009,ford mustang,6,gas,156989,manual,coupe,grey,0,2018-09-30,29,fair
3900,2010,volkswagen jetta,4,gas,171495,automatic,sedan,white,0,2018-11-01,31,fair
31000,2017,ford f-250 super duty,8,diesel,87000,automatic,pickup,white,1,2019-01-11,25,good
35395,2018,ford f-250 super duty,8,diesel,50000,automatic,truck,white,1,2018-06-14,33,good
6995,2012,nissan altima,4,gas,92056,automatic,sedan,grey,0,2018-11-16,14,good
6500,2006,dodge charger,6,gas,115204,automatic,sedan,red,0,2018-06-30,35,fair
11595,2013,chrysler 300,6,gas,68385,automatic,sedan,grey,0,2018-07-12,19,good
5995,2011,dodge grand caravan,6,gas,121170,automatic,mini-van,grey,0,2018-12-26,31,fair
4600,2006,dodge dakota,8,gas,134000,automatic,pickup,grey,1,2018-10-20,9,fair
8995,2008,toyota highlander,6,gas,156000,automatic,SUV,grey,1,2019-02-08,24,fair
3800,2005,chevrolet silverado 1500,6,gas,139000,automatic,pickup,grey,0,2019-02-27,126,fair
19700,2017,chevrolet camaro lt coupe 2d,6,gas,35807,other,coupe,black,0,2018-11-13,36,excellent
18900,2011,ford f-150,8,gas,95500,automatic,truck,blue,0,2019-01-05,27,good
14395,2013,bmw x5,6,gas,87506,automatic,SUV,grey,1,2019-03-06,57,good
7500,2008,nissan altima,6,gas,65976,automatic,sedan,white,0,2018-10-10,8,good
7900,1996,toyota 4runner,6,gas,98000,automatic,SUV,white,1,2018-10-13,11,good
15500,2012,ford f250,8,gas,91,automatic,truck,white,1,2018-08-05,102,like new
6500,2011,subaru outback,6,gas,101000,automatic,SUV,Unknown,1,2019-04-13,20,fair
1895,2001,chrysler town & country,6,gas,149000,automatic,mini-van,red,0,2018-10-25,45,fair
65990,2019,chevrolet silverado 2500hd,8,diesel,12740,automatic,pickup,Unknown,1,2019-04-06,36,excellent
32000,2015,chevrolet silverado 1500,8,gas,42700,automatic,truck,Unknown,0,2018-11-07,13,good
4900,2008,jeep liberty,6,gas,180430,automatic,SUV,grey,0,2019-02-24,6,salvage
19900,2002,gmc sierra 2500hd,8,gas,49000,automatic,truck,white,1,2018-08-23,68,good
800,2005,nissan sentra,4,gas,180000,manual,sedan,red,0,2019-03-27,73,fair
1500,1998,ford f-150,8,gas,233000,manual,pickup,blue,0,2018-08-22,16,salvage
1200,1995,gmc sierra,8,gas,200000,automatic,truck,Unknown,1,2018-08-14,80,salvage
16900,2009,ford f-250 sd,10,gas,59000,automatic,truck,white,1,2018-09-22,98,good
23000,2018,subaru outback,4,gas,56982,automatic,SUV,black,1,2018-09-17,80,good
32990,2011,ram 3500,6,diesel,96753,automatic,pickup,brown,1,2018-08-24,47,good
27995,2015,ram 2500,6,diesel,170713,automatic,pickup,black,1,2018-12-24,29,fair
14500,2013,ford f-150,6,gas,161000,automatic,truck,grey,0,2018-09-04,98,fair
2495,2002,honda odyssey,6,gas,236500,automatic,mini-van,blue,0,2018-08-22,74,salvage
12900,2006,chevrolet silverado 2500hd,8,gas,185000,automatic,truck,white,1,2019-01-25,120,salvage
9995,2016,volkswagen jetta,4,gas,45539,automatic,sedan,blue,0,2018-06-09,62,good
14000,2008,dodge charger,8,gas,38000,automatic,sedan,white,0,2018-09-21,16,excellent
28900,2011,ford f-350 sd,8,diesel,120000,automatic,truck,white,1,2018-06-07,27,fair
14500,2004,chevrolet silverado 2500hd,8,gas,106000,automatic,truck,grey,1,2018-05-11,82,fair
5000,2007,toyota camry,4,gas,157000,automatic,sedan,black,0,2019-01-21,12,fair
4000,2009,toyota corolla,4,gas,209000,automatic,sedan,custom,0,2019-03-23,32,salvage
5000,2009,toyota camry,4,gas,120000,automatic,sedan,white,0,2019-02-25,81,fair
5950,2005,dodge dakota,6,gas,128747,automatic,truck,silver,0,2018-10-08,63,fair
3250,2002,ford ranger,6,gas,126600,automatic,pickup,white,1,2018-08-05,57,fair
10500,2016,hyundai elantra,4,gas,52000,automatic,sedan,black,0,2018-07-13,59,good
19800,2014,chevrolet silverado,8,diesel,150764,automatic,truck,grey,1,2018-11-27,17,fair
3000,2005,nissan maxima,6,gas,104831,automatic,sedan,grey,0,2018-10-29,31,fair
9000,2003,ram 1500,8,gas,104000,automatic,truck,grey,1,2019-02-02,104,fair
9800,2012,toyota camry,4,gas,95535,automatic,sedan,white,0,2018-11-13,75,good
1800,2003,toyota camry,6,gas,342000,automatic,sedan,green,0,2018-09-22,42,salvage
16900,2009,ford f350,10,gas,104000,automatic,truck,white,1,2018-05-24,30,fair
9500,2015,toyota corolla,4,gas,119800,automatic,sedan,silver,0,2018-06-25,30,fair
3500,2004,honda cr-v,4,gas,179000,automatic,SUV,brown,1,2018-11-11,7,fair
22000,2010,ford f-150,8,gas,98130,automatic,truck,orange,1,2019-04-05,62,good
4300,2008,volkswagen jetta,5,gas,96188,manual,sedan,Unknown,0,2018-12-25,49,good
14998,2005,toyota tacoma,6,gas,135477,automatic,pickup,green,0,2018-11-10,61,fair
6200,2011,toyota corolla,4,gas,142000,automatic,sedan,custom,0,2018-08-08,34,fair
20750,2016,chevrolet malibu,4,gas,39373,automatic,sedan,black,0,2018-12-21,37,excellent
23995,2013,ford f-150,8,gas,102015,automatic,truck,Unknown,1,2019-04-19,16,fair
6000,1990,chevrolet corvette,8,gas,46000,automatic,convertible,red,0,2019-04-01,19,good
26750,2014,ford f-150,6,gas,95330,automatic,truck,green,1,2018-09-27,92,good
2700,2008,ford ranger,4,gas,241650,manual,pickup,white,0,2018-12-21,21,salvage
4700,2006,nissan murano,6,gas,130473,automatic,SUV,red,1,2018-08-21,35,fair
4500,2002,ram 1500,8,gas,220000,automatic,truck,Unknown,1,2019-01-12,15,salvage
24900,2015,ram 1500,8,gas,22000,automatic,truck,red,1,2018-08-13,49,excellent
2500,1987,jeep cherokee,6,gas,166000,manual,SUV,black,1,2019-01-23,22,fair
8900,2011,jeep grand cherokee laredo,6,gas,131793,automatic,SUV,black,1,2018-08-29,64,fair
13950,2016,chevrolet traverse,6,gas,52504,automatic,SUV,silver,1,2018-11-24,59,good
13950,2016,chevrolet traverse,6,gas,52504,automatic,SUV,silver,1,2018-10-04,16,good
12500,2017,volkswagen jetta,4,gas,37500,automatic,coupe,blue,0,2018-12-02,13,excellent
4995,2009,chrysler town & country,6,gas,192000,automatic,mini-van,blue,0,2018-06-20,52,salvage
10999,2004,ford f250 super duty,8,diesel,145037,automatic,pickup,silver,1,2019-01-18,11,fair
22988,2018,chevrolet camaro,6,gas,13000,automatic,coupe,red,0,2018-07-16,38,excellent
5700,2013,hyundai sonata,4,gas,99996,automatic,sedan,black,0,2018-10-08,27,good
2900,2001,ram 2500,8,gas,184000,automatic,truck,white,0,2018-05-13,54,salvage
40988,2018,chevrolet silverado,8,gas,20000,automatic,truck,red,1,2018-09-23,21,excellent
31588,2018,chevrolet colorado,6,gas,7659,automatic,truck,blue,1,2018-09-29,6,like new
3450,2008,ford escape,6,gas,148978,automatic,SUV,blue,1,2018-11-10,64,fair
28990,2011,ford econoline,10,gas,17037,automatic,bus,white,0,2018-06-02,63,excellent
20990,2009,ram 2500,8,gas,107469,automatic,truck,white,1,2018-09-14,35,fair
14990,2012,jeep wrangler,6,gas,150356,automatic,SUV,silver,1,2018-05-31,85,fair
19490,2013,chevrolet silverado 2500hd,8,gas,77755,automatic,truck,custom,1,2019-03-16,42,good
45500,2018,chevrolet silverado,8,diesel,10200,automatic,pickup,white,1,2018-11-03,76,excellent
19990,2012,ford f-250 sd,8,gas,81207,automatic,truck,custom,1,2019-04-05,9,good
13990,2006,ford f-350 sd,8,diesel,205944,automatic,truck,white,0,2018-10-01,54,salvage
18990,2000,ford f-350 sd,8,diesel,118774,automatic,truck,silver,1,2018-08-16,18,fair
7990,2006,ford econoline,8,gas,105429,automatic,van,white,0,2018-08-01,17,fair
28990,2015,ford f-350 sd,8,diesel,53628,automatic,truck,white,1,2018-06-02,20,good
10990,2008,ford f-350 sd,8,gas,219189,automatic,truck,white,0,2018-09-13,18,salvage
16490,2012,ford f-250 sd,8,gas,68289,automatic,truck,white,0,2019-02-25,27,good
20990,2011,ford f-350 sd,8,gas,63887,automatic,truck,white,1,2019-01-15,24,good
17988,2017,chevrolet traverse,6,gas,52000,automatic,SUV,silver,0,2018-11-01,60,good
21499,2016,subaru outback,4,gas,41493,automatic,wagon,brown,1,2019-01-19,15,good
8988,2014,ford mustang,6,gas,52093,manual,coupe,black,0,2018-12-12,20,good
13600,2014,toyota camry,4,gas,49009,automatic,sedan,white,0,2019-03-15,70,good
10999,2012,nissan rogue,4,gas,65807,automatic,wagon,black,1,2018-10-21,64,good
8500,2014,ford explorer,8,gas,153235,automatic,SUV,black,1,2018-07-22,42,fair
13000,2005,jeep wrangler,6,gas,81000,automatic,offroad,white,1,2018-06-22,7,good
21988,2017,chrysler 300,6,gas,36000,automatic,sedan,black,1,2018-11-17,50,excellent
13500,2017,nissan sentra,4,gas,29472,automatic,sedan,red,0,2018-10-03,60,excellent
4800,2012,ford fusion se,4,gas,68994,automatic,sedan,Unknown,0,2019-04-12,30,good
5995,2004,chevrolet tahoe,8,gas,212034,automatic,SUV,black,1,2019-02-03,56,salvage
4695,2004,ford ranger,4,gas,187639,automatic,truck,blue,0,2018-10-29,34,salvage
6995,2013,kia soul,4,gas,135457,automatic,wagon,silver,0,2018-10-19,26,fair
8495,2007,ford f-150,8,gas,141161,automatic,truck,grey,0,2018-10-29,15,fair
12900,2006,chevrolet silverado 2500hd,8,gas,185000,automatic,truck,white,1,2018-12-07,130,salvage
28900,2011,ford f-350 sd,8,diesel,120000,automatic,truck,white,1,2018-06-30,12,fair
14500,2004,chevrolet silverado 2500hd,8,gas,106000,automatic,truck,Unknown,1,2019-01-11,17,fair
20000,2010,toyota tacoma,6,gas,86700,automatic,pickup,grey,1,2018-11-15,11,good
10995,2014,chevrolet impala,6,gas,72710,automatic,sedan,Unknown,0,2018-07-02,3,good
18995,2015,ford explorer,6,gas,59565,automatic,SUV,silver,1,2018-05-23,29,good
13500,2004,ford mustang,8,gas,9978,manual,coupe,black,0,2018-09-23,43,like new
5000,2008,jeep grand cherokee laredo,6,gas,151000,automatic,SUV,black,1,2018-10-20,33,fair
14975,2015,toyota prius,4,hybrid,40798,automatic,sedan,grey,0,2018-07-14,35,good
29995,2017,ram 2500,8,gas,42235,automatic,pickup,Unknown,1,2019-03-08,11,good
4250,2005,honda accord,6,gas,183163,automatic,sedan,red,0,2018-10-20,11,salvage
12000,2012,ford f150,6,gas,157030,automatic,truck,black,0,2018-12-17,30,fair
19900,2002,gmc sierra 2500hd,8,gas,49000,automatic,truck,white,1,2018-11-05,15,good
13900,2009,chevrolet silverado 3500hd,8,gas,172000,automatic,truck,black,1,2019-03-25,11,fair
1800,2006,chevrolet silverado 3500hd,8,diesel,200000,automatic,pickup,white,0,2018-06-07,40,salvage
16900,2009,ford f-250 sd,10,gas,59000,automatic,truck,white,1,2018-05-29,149,good
1200,2001,toyota corolla,4,gas,203867,automatic,sedan,blue,0,2018-12-10,20,salvage
12900,2006,chevrolet silverado 2500hd,8,gas,185000,automatic,truck,white,1,2018-07-16,5,salvage
